beneficiary_id,program,reporting_period,sessions_expected,sessions_attended,attendance_rate
BEN-006883,Scholarship,Q1 2026,25,18,72.0
BEN-006883,Scholarship,Q2 2026,19,8,42.1
BEN-006886,Scholarship,Q1 2026,23,16,69.6
BEN-006886,Scholarship,Q2 2026,22,19,86.4
BEN-006886,Scholarship,Q3 2026,23,22,95.7
BEN-006889,Scholarship,Q1 2026,25,15,60.0
BEN-006889,Scholarship,Q2 2026,28,15,53.6
BEN-006889,Scholarship,Q3 2026,20,9,45.0
BEN-006890,Scholarship,Q2 2026,23,12,52.2
BEN-006890,Scholarship,Q3 2026,28,10,35.7
BEN-006897,Scholarship,Q4 2025,24,23,95.8
BEN-006897,Scholarship,Q1 2026,23,18,78.3
BEN-006897,Scholarship,Q2 2026,27,16,59.3
BEN-006897,Scholarship,Q3 2026,18,10,55.6
BEN-006901,Scholarship,Q3 2026,21,12,57.1
BEN-006907,Scholarship,Q3 2026,26,9,34.6
BEN-006908,Scholarship,Q4 2025,25,23,92.0
BEN-006908,Scholarship,Q1 2026,20,10,50.0
BEN-006908,Scholarship,Q2 2026,18,17,94.4
BEN-006908,Scholarship,Q3 2026,25,13,52.0
BEN-006912,Scholarship,Q3 2025,22,18,81.8
BEN-006912,Scholarship,Q4 2025,20,19,95.0
BEN-006912,Scholarship,Q1 2026,26,23,88.5
BEN-006912,Scholarship,Q2 2026,24,21,87.5
BEN-006916,Scholarship,Q1 2026,24,18,75.0
BEN-006916,Scholarship,Q2 2026,26,18,69.2
BEN-006916,Scholarship,Q3 2026,25,10,40.0
BEN-006918,Scholarship,Q3 2026,27,12,44.4
BEN-006922,Scholarship,Q3 2026,24,8,33.3
BEN-006923,Scholarship,Q1 2026,23,17,73.9
BEN-006923,Scholarship,Q2 2026,20,19,95.0
BEN-006923,Scholarship,Q3 2026,19,18,94.7
BEN-006924,Scholarship,Q1 2026,24,18,75.0
BEN-006924,Scholarship,Q2 2026,23,18,78.3
BEN-006924,Scholarship,Q3 2026,20,10,50.0
BEN-006928,Scholarship,Q3 2025,28,24,85.7
BEN-006928,Scholarship,Q4 2025,26,19,73.1
BEN-006928,Scholarship,Q1 2026,26,24,92.3
BEN-006928,Scholarship,Q2 2026,26,21,80.8
BEN-006928,Scholarship,Q3 2026,28,22,78.6
BEN-006929,Scholarship,Q3 2026,27,15,55.6
BEN-006931,Scholarship,Q2 2026,27,25,92.6
BEN-006931,Scholarship,Q3 2026,28,16,57.1
BEN-006932,Scholarship,Q4 2025,24,24,100.0
BEN-006932,Scholarship,Q1 2026,19,19,100.0
BEN-006932,Scholarship,Q2 2026,27,24,88.9
BEN-006932,Scholarship,Q3 2026,19,10,52.6
BEN-006933,Scholarship,Q2 2026,19,18,94.7
BEN-006933,Scholarship,Q3 2026,19,6,31.6
BEN-006935,Scholarship,Q3 2026,24,12,50.0
BEN-006936,Scholarship,Q3 2026,25,12,48.0
BEN-006937,Scholarship,Q4 2025,24,22,91.7
BEN-006937,Scholarship,Q1 2026,19,14,73.7
BEN-006937,Scholarship,Q2 2026,27,20,74.1
BEN-006941,Scholarship,Q1 2026,18,15,83.3
BEN-006941,Scholarship,Q2 2026,20,13,65.0
BEN-006941,Scholarship,Q3 2026,26,15,57.7
BEN-006943,Scholarship,Q2 2025,21,18,85.7
BEN-006943,Scholarship,Q3 2025,19,13,68.4
BEN-006943,Scholarship,Q4 2025,28,27,96.4
BEN-006945,Scholarship,Q3 2026,20,7,35.0
BEN-006946,Scholarship,Q4 2025,28,17,60.7
BEN-006946,Scholarship,Q1 2026,26,18,69.2
BEN-006946,Scholarship,Q2 2026,20,17,85.0
BEN-006946,Scholarship,Q3 2026,27,11,40.7
BEN-006949,Scholarship,Q2 2025,25,19,76.0
BEN-006949,Scholarship,Q3 2025,25,21,84.0
BEN-006949,Scholarship,Q4 2025,20,16,80.0
BEN-006949,Scholarship,Q1 2026,23,16,69.6
BEN-006953,Scholarship,Q3 2026,19,11,57.9
BEN-006954,Scholarship,Q3 2026,25,14,56.0
BEN-006956,Scholarship,Q4 2025,21,18,85.7
BEN-006956,Scholarship,Q1 2026,28,21,75.0
BEN-006956,Scholarship,Q2 2026,27,25,92.6
BEN-006956,Scholarship,Q3 2026,27,11,40.7
BEN-006961,Scholarship,Q3 2025,19,18,94.7
BEN-006961,Scholarship,Q4 2025,27,24,88.9
BEN-006961,Scholarship,Q1 2026,22,8,36.4
BEN-006962,Scholarship,Q3 2025,21,16,76.2
BEN-006962,Scholarship,Q4 2025,21,20,95.2
BEN-006962,Scholarship,Q1 2026,21,21,100.0
BEN-006962,Scholarship,Q2 2026,28,28,100.0
BEN-006963,Scholarship,Q1 2025,22,21,95.5
BEN-006963,Scholarship,Q2 2025,28,23,82.1
BEN-006963,Scholarship,Q3 2025,26,19,73.1
BEN-006963,Scholarship,Q4 2025,24,18,75.0
BEN-006968,Scholarship,Q2 2025,24,17,70.8
BEN-006968,Scholarship,Q3 2025,25,23,92.0
BEN-006968,Scholarship,Q4 2025,26,21,80.8
BEN-006968,Scholarship,Q1 2026,28,25,89.3
BEN-006968,Scholarship,Q2 2026,28,24,85.7
BEN-006969,Scholarship,Q1 2025,28,26,92.9
BEN-006969,Scholarship,Q2 2025,18,18,100.0
BEN-006969,Scholarship,Q3 2025,23,17,73.9
BEN-006969,Scholarship,Q4 2025,18,18,100.0
BEN-006972,Scholarship,Q3 2025,22,18,81.8
BEN-006972,Scholarship,Q4 2025,18,16,88.9
BEN-006972,Scholarship,Q1 2026,22,9,40.9
BEN-006977,Scholarship,Q3 2025,23,18,78.3
BEN-006977,Scholarship,Q4 2025,25,18,72.0
BEN-006977,Scholarship,Q1 2026,18,16,88.9
BEN-006977,Scholarship,Q2 2026,20,20,100.0
BEN-006977,Scholarship,Q3 2026,21,17,81.0
BEN-006981,Scholarship,Q2 2026,27,17,63.0
BEN-006981,Scholarship,Q3 2026,24,12,50.0
BEN-006988,Scholarship,Q3 2026,18,10,55.6
BEN-006989,Scholarship,Q2 2026,25,24,96.0
BEN-006989,Scholarship,Q3 2026,28,9,32.1
BEN-006992,Scholarship,Q3 2025,22,21,95.5
BEN-006992,Scholarship,Q4 2025,24,18,75.0
BEN-006992,Scholarship,Q1 2026,18,14,77.8
BEN-006993,Scholarship,Q3 2026,25,11,44.0
BEN-007000,Scholarship,Q3 2025,18,13,72.2
BEN-007000,Scholarship,Q4 2025,19,15,78.9
BEN-007000,Scholarship,Q1 2026,24,23,95.8
BEN-007000,Scholarship,Q2 2026,28,26,92.9
BEN-007000,Scholarship,Q3 2026,18,18,100.0
BEN-007001,Scholarship,Q2 2026,19,19,100.0
BEN-007001,Scholarship,Q3 2026,27,11,40.7
BEN-007002,Scholarship,Q3 2026,18,9,50.0
BEN-007006,Scholarship,Q4 2025,28,25,89.3
BEN-007006,Scholarship,Q1 2026,22,21,95.5
BEN-007006,Scholarship,Q2 2026,25,19,76.0
BEN-007010,Scholarship,Q3 2025,18,17,94.4
BEN-007010,Scholarship,Q4 2025,18,18,100.0
BEN-007010,Scholarship,Q1 2026,21,15,71.4
BEN-007011,Scholarship,Q1 2026,23,16,69.6
BEN-007011,Scholarship,Q2 2026,28,21,75.0
BEN-007011,Scholarship,Q3 2026,27,9,33.3
BEN-007014,Scholarship,Q3 2026,19,9,47.4
BEN-007015,Scholarship,Q3 2025,19,17,89.5
BEN-007015,Scholarship,Q4 2025,20,17,85.0
BEN-007015,Scholarship,Q1 2026,25,22,88.0
BEN-007015,Scholarship,Q2 2026,28,20,71.4
BEN-007022,Scholarship,Q4 2025,27,24,88.9
BEN-007022,Scholarship,Q1 2026,23,17,73.9
BEN-007022,Scholarship,Q2 2026,26,23,88.5
BEN-007023,Scholarship,Q3 2026,26,9,34.6
BEN-007025,Scholarship,Q3 2025,25,24,96.0
BEN-007025,Scholarship,Q4 2025,20,15,75.0
BEN-007025,Scholarship,Q1 2026,18,16,88.9
BEN-007025,Scholarship,Q2 2026,25,23,92.0
BEN-007026,Scholarship,Q1 2025,25,21,84.0
BEN-007026,Scholarship,Q2 2025,27,26,96.3
BEN-007026,Scholarship,Q3 2025,19,14,73.7
BEN-007026,Scholarship,Q4 2025,23,17,73.9
BEN-007026,Scholarship,Q1 2026,18,14,77.8
BEN-007030,Scholarship,Q2 2026,27,25,92.6
BEN-007030,Scholarship,Q3 2026,24,9,37.5
BEN-007041,Scholarship,Q2 2026,23,14,60.9
BEN-007041,Scholarship,Q3 2026,25,9,36.0
BEN-007044,Scholarship,Q3 2025,19,17,89.5
BEN-007044,Scholarship,Q4 2025,20,16,80.0
BEN-007044,Scholarship,Q1 2026,20,15,75.0
BEN-007044,Scholarship,Q2 2026,18,13,72.2
BEN-007044,Scholarship,Q3 2026,23,16,69.6
BEN-007045,Scholarship,Q4 2025,26,24,92.3
BEN-007045,Scholarship,Q1 2026,26,25,96.2
BEN-007045,Scholarship,Q2 2026,27,21,77.8
BEN-007045,Scholarship,Q3 2026,20,19,95.0
BEN-007048,Scholarship,Q1 2026,20,19,95.0
BEN-007048,Scholarship,Q2 2026,26,25,96.2
BEN-007048,Scholarship,Q3 2026,24,19,79.2
BEN-007051,Scholarship,Q3 2026,24,12,50.0
BEN-007055,Scholarship,Q3 2026,21,11,52.4
BEN-007056,Scholarship,Q1 2026,24,15,62.5
BEN-007056,Scholarship,Q2 2026,26,19,73.1
BEN-007056,Scholarship,Q3 2026,23,12,52.2
BEN-007058,Scholarship,Q1 2026,20,14,70.0
BEN-007058,Scholarship,Q2 2026,21,11,52.4
BEN-007058,Scholarship,Q3 2026,22,9,40.9
BEN-007059,Scholarship,Q2 2025,25,24,96.0
BEN-007059,Scholarship,Q3 2025,25,19,76.0
BEN-007059,Scholarship,Q4 2025,27,23,85.2
BEN-007063,Scholarship,Q2 2026,20,13,65.0
BEN-007063,Scholarship,Q3 2026,27,12,44.4
BEN-007069,Scholarship,Q4 2025,26,20,76.9
BEN-007069,Scholarship,Q1 2026,25,22,88.0
BEN-007069,Scholarship,Q2 2026,20,16,80.0
BEN-007069,Scholarship,Q3 2026,18,14,77.8
BEN-007070,Scholarship,Q1 2025,25,22,88.0
BEN-007070,Scholarship,Q2 2025,18,14,77.8
BEN-007070,Scholarship,Q3 2025,27,21,77.8
BEN-007070,Scholarship,Q4 2025,26,21,80.8
BEN-007071,Scholarship,Q3 2026,25,11,44.0
BEN-007073,Scholarship,Q4 2025,25,21,84.0
BEN-007073,Scholarship,Q1 2026,27,22,81.5
BEN-007073,Scholarship,Q2 2026,20,19,95.0
BEN-007073,Scholarship,Q3 2026,26,24,92.3
BEN-007077,Scholarship,Q2 2026,23,19,82.6
BEN-007077,Scholarship,Q3 2026,20,10,50.0
BEN-007083,Scholarship,Q3 2025,28,27,96.4
BEN-007083,Scholarship,Q4 2025,27,22,81.5
BEN-007083,Scholarship,Q1 2026,20,17,85.0
BEN-007086,Scholarship,Q2 2026,22,11,50.0
BEN-007086,Scholarship,Q3 2026,23,12,52.2
BEN-007088,Scholarship,Q2 2026,23,13,56.5
BEN-007088,Scholarship,Q3 2026,19,7,36.8
BEN-007092,Scholarship,Q3 2026,26,15,57.7
BEN-007096,Scholarship,Q3 2026,24,12,50.0
BEN-007100,Scholarship,Q2 2026,26,16,61.5
BEN-007100,Scholarship,Q3 2026,18,9,50.0
BEN-007106,Scholarship,Q3 2026,23,9,39.1
BEN-007110,Scholarship,Q2 2026,19,15,78.9
BEN-007110,Scholarship,Q3 2026,28,11,39.3
BEN-007112,Scholarship,Q2 2026,22,16,72.7
BEN-007112,Scholarship,Q3 2026,21,12,57.1
BEN-007119,Scholarship,Q3 2026,25,14,56.0
BEN-007122,Scholarship,Q2 2025,23,17,73.9
BEN-007122,Scholarship,Q3 2025,19,15,78.9
BEN-007122,Scholarship,Q4 2025,24,20,83.3
BEN-007122,Scholarship,Q1 2026,23,17,73.9
BEN-007123,Scholarship,Q2 2025,20,16,80.0
BEN-007123,Scholarship,Q3 2025,23,20,87.0
BEN-007123,Scholarship,Q4 2025,18,13,72.2
BEN-007125,Scholarship,Q1 2025,22,20,90.9
BEN-007125,Scholarship,Q2 2025,23,18,78.3
BEN-007125,Scholarship,Q3 2025,25,21,84.0
BEN-007125,Scholarship,Q4 2025,27,24,88.9
BEN-007128,Scholarship,Q1 2026,24,19,79.2
BEN-007128,Scholarship,Q2 2026,27,27,100.0
BEN-007128,Scholarship,Q3 2026,23,9,39.1
BEN-007131,Scholarship,Q2 2026,19,11,57.9
BEN-007131,Scholarship,Q3 2026,28,12,42.9
BEN-007135,Scholarship,Q1 2025,18,13,72.2
BEN-007135,Scholarship,Q2 2025,24,18,75.0
BEN-007135,Scholarship,Q3 2025,25,18,72.0
BEN-007136,Scholarship,Q1 2026,26,22,84.6
BEN-007136,Scholarship,Q2 2026,28,24,85.7
BEN-007136,Scholarship,Q3 2026,26,23,88.5
BEN-007137,Scholarship,Q1 2026,28,20,71.4
BEN-007137,Scholarship,Q2 2026,24,17,70.8
BEN-007137,Scholarship,Q3 2026,24,7,29.2
BEN-007138,Scholarship,Q4 2025,26,24,92.3
BEN-007138,Scholarship,Q1 2026,25,20,80.0
BEN-007138,Scholarship,Q2 2026,18,13,72.2
BEN-007138,Scholarship,Q3 2026,22,21,95.5
BEN-007140,Scholarship,Q1 2026,24,22,91.7
BEN-007140,Scholarship,Q2 2026,27,18,66.7
BEN-007140,Scholarship,Q3 2026,18,11,61.1
BEN-007143,Scholarship,Q2 2026,18,13,72.2
BEN-007143,Scholarship,Q3 2026,28,16,57.1
BEN-007147,Scholarship,Q3 2026,24,14,58.3
BEN-007148,Scholarship,Q2 2026,20,14,70.0
BEN-007148,Scholarship,Q3 2026,23,8,34.8
BEN-007151,Scholarship,Q4 2025,22,13,59.1
BEN-007151,Scholarship,Q1 2026,23,15,65.2
BEN-007151,Scholarship,Q2 2026,26,18,69.2
BEN-007151,Scholarship,Q3 2026,25,14,56.0
BEN-007154,Scholarship,Q1 2026,21,17,81.0
BEN-007154,Scholarship,Q2 2026,27,22,81.5
BEN-007154,Scholarship,Q3 2026,21,12,57.1
BEN-007155,Scholarship,Q4 2025,26,22,84.6
BEN-007155,Scholarship,Q1 2026,24,12,50.0
BEN-007155,Scholarship,Q2 2026,19,17,89.5
BEN-007155,Scholarship,Q3 2026,24,12,50.0
BEN-007158,Scholarship,Q2 2025,21,17,81.0
BEN-007158,Scholarship,Q3 2025,24,22,91.7
BEN-007158,Scholarship,Q4 2025,23,19,82.6
BEN-007160,Scholarship,Q2 2026,26,19,73.1
BEN-007160,Scholarship,Q3 2026,24,13,54.2
BEN-007161,Scholarship,Q3 2025,19,17,89.5
BEN-007161,Scholarship,Q4 2025,22,22,100.0
BEN-007161,Scholarship,Q1 2026,21,17,81.0
BEN-007161,Scholarship,Q2 2026,28,27,96.4
BEN-007162,Scholarship,Q3 2025,28,22,78.6
BEN-007162,Scholarship,Q4 2025,24,17,70.8
BEN-007162,Scholarship,Q1 2026,25,14,56.0
BEN-007162,Scholarship,Q2 2026,27,17,63.0
BEN-007162,Scholarship,Q3 2026,20,7,35.0
BEN-007166,Scholarship,Q2 2026,22,11,50.0
BEN-007166,Scholarship,Q3 2026,19,10,52.6
BEN-007168,Scholarship,Q3 2026,24,9,37.5
BEN-007169,Scholarship,Q1 2026,19,13,68.4
BEN-007169,Scholarship,Q2 2026,27,19,70.4
BEN-007169,Scholarship,Q3 2026,23,9,39.1
BEN-007178,Scholarship,Q4 2025,19,19,100.0
BEN-007178,Scholarship,Q1 2026,25,15,60.0
BEN-007178,Scholarship,Q2 2026,22,20,90.9
BEN-007178,Scholarship,Q3 2026,23,11,47.8
BEN-007179,Scholarship,Q2 2026,21,11,52.4
BEN-007179,Scholarship,Q3 2026,24,13,54.2
BEN-007181,Scholarship,Q1 2026,20,10,50.0
BEN-007181,Scholarship,Q2 2026,27,27,100.0
BEN-007181,Scholarship,Q3 2026,24,13,54.2
BEN-007183,Scholarship,Q1 2026,23,13,56.5
BEN-007183,Scholarship,Q2 2026,21,13,61.9
BEN-007183,Scholarship,Q3 2026,21,7,33.3
BEN-007187,Scholarship,Q3 2025,28,22,78.6
BEN-007187,Scholarship,Q4 2025,25,19,76.0
BEN-007187,Scholarship,Q1 2026,19,18,94.7
BEN-007188,Scholarship,Q3 2025,23,21,91.3
BEN-007188,Scholarship,Q4 2025,21,18,85.7
BEN-007188,Scholarship,Q1 2026,20,14,70.0
BEN-007188,Scholarship,Q2 2026,25,20,80.0
BEN-007191,Scholarship,Q3 2026,21,7,33.3
BEN-007192,Scholarship,Q3 2026,21,11,52.4
BEN-007195,Scholarship,Q2 2026,25,13,52.0
BEN-007195,Scholarship,Q3 2026,26,8,30.8
BEN-007196,Scholarship,Q3 2026,23,7,30.4
BEN-007198,Scholarship,Q2 2025,21,16,76.2
BEN-007198,Scholarship,Q3 2025,21,17,81.0
BEN-007198,Scholarship,Q4 2025,19,18,94.7
BEN-007199,Scholarship,Q2 2026,23,22,95.7
BEN-007199,Scholarship,Q3 2026,18,10,55.6
BEN-007200,Scholarship,Q3 2025,27,25,92.6
BEN-007200,Scholarship,Q4 2025,26,19,73.1
BEN-007200,Scholarship,Q1 2026,22,21,95.5
BEN-007204,Scholarship,Q3 2026,27,16,59.3
BEN-007206,Scholarship,Q1 2026,20,16,80.0
BEN-007206,Scholarship,Q2 2026,24,23,95.8
BEN-007206,Scholarship,Q3 2026,21,17,81.0
BEN-007209,Scholarship,Q1 2025,18,13,72.2
BEN-007209,Scholarship,Q2 2025,27,19,70.4
BEN-007209,Scholarship,Q3 2025,26,21,80.8
BEN-007209,Scholarship,Q4 2025,19,15,78.9
BEN-007209,Scholarship,Q1 2026,23,22,95.7
BEN-007210,Scholarship,Q3 2026,26,15,57.7
BEN-007213,Scholarship,Q2 2026,23,14,60.9
BEN-007213,Scholarship,Q3 2026,19,10,52.6
BEN-007215,Scholarship,Q3 2026,26,9,34.6
BEN-007223,Scholarship,Q4 2025,27,16,59.3
BEN-007223,Scholarship,Q1 2026,23,22,95.7
BEN-007223,Scholarship,Q2 2026,25,19,76.0
BEN-007223,Scholarship,Q3 2026,26,11,42.3
BEN-007227,Scholarship,Q1 2026,26,23,88.5
BEN-007227,Scholarship,Q2 2026,20,15,75.0
BEN-007227,Scholarship,Q3 2026,20,18,90.0
BEN-007232,Scholarship,Q2 2025,26,23,88.5
BEN-007232,Scholarship,Q3 2025,24,23,95.8
BEN-007232,Scholarship,Q4 2025,18,13,72.2
BEN-007232,Scholarship,Q1 2026,22,15,68.2
BEN-007233,Scholarship,Q2 2025,21,20,95.2
BEN-007233,Scholarship,Q3 2025,25,22,88.0
BEN-007233,Scholarship,Q4 2025,18,17,94.4
BEN-007233,Scholarship,Q1 2026,18,16,88.9
BEN-007233,Scholarship,Q2 2026,28,21,75.0
BEN-007236,Scholarship,Q2 2026,28,18,64.3
BEN-007236,Scholarship,Q3 2026,18,7,38.9
BEN-007238,Scholarship,Q4 2025,26,26,100.0
BEN-007238,Scholarship,Q1 2026,24,16,66.7
BEN-007238,Scholarship,Q2 2026,20,20,100.0
BEN-007238,Scholarship,Q3 2026,28,11,39.3
BEN-007240,Scholarship,Q2 2026,20,19,95.0
BEN-007240,Scholarship,Q3 2026,27,16,59.3
BEN-007246,Scholarship,Q1 2025,23,19,82.6
BEN-007246,Scholarship,Q2 2025,25,22,88.0
BEN-007246,Scholarship,Q3 2025,20,18,90.0
BEN-007246,Scholarship,Q4 2025,22,17,77.3
BEN-007246,Scholarship,Q1 2026,20,17,85.0
BEN-007247,Scholarship,Q2 2026,25,23,92.0
BEN-007247,Scholarship,Q3 2026,20,10,50.0
BEN-007249,Scholarship,Q1 2026,19,12,63.2
BEN-007249,Scholarship,Q2 2026,22,18,81.8
BEN-007249,Scholarship,Q3 2026,26,15,57.7
BEN-007251,Scholarship,Q1 2026,21,13,61.9
BEN-007251,Scholarship,Q2 2026,20,14,70.0
BEN-007251,Scholarship,Q3 2026,19,9,47.4
BEN-007252,Scholarship,Q3 2026,21,8,38.1
BEN-007253,Scholarship,Q2 2026,27,19,70.4
BEN-007253,Scholarship,Q3 2026,18,11,61.1
BEN-007255,Scholarship,Q4 2025,23,16,69.6
BEN-007255,Scholarship,Q1 2026,28,27,96.4
BEN-007255,Scholarship,Q2 2026,27,23,85.2
BEN-007255,Scholarship,Q3 2026,20,14,70.0
BEN-007259,Scholarship,Q2 2026,27,20,74.1
BEN-007259,Scholarship,Q3 2026,18,10,55.6
BEN-007260,Scholarship,Q3 2025,19,15,78.9
BEN-007260,Scholarship,Q4 2025,18,16,88.9
BEN-007260,Scholarship,Q1 2026,24,17,70.8
BEN-007260,Scholarship,Q2 2026,23,19,82.6
BEN-007260,Scholarship,Q3 2026,25,20,80.0
BEN-007262,Scholarship,Q1 2026,18,11,61.1
BEN-007262,Scholarship,Q2 2026,18,13,72.2
BEN-007262,Scholarship,Q3 2026,26,14,53.8
BEN-007264,Scholarship,Q3 2026,24,12,50.0
BEN-007267,Scholarship,Q3 2026,24,9,37.5
BEN-007268,Scholarship,Q2 2026,21,17,81.0
BEN-007268,Scholarship,Q3 2026,20,9,45.0
BEN-007270,Scholarship,Q2 2026,19,10,52.6
BEN-007270,Scholarship,Q3 2026,26,13,50.0
BEN-007272,Scholarship,Q3 2025,24,23,95.8
BEN-007272,Scholarship,Q4 2025,28,21,75.0
BEN-007272,Scholarship,Q1 2026,19,18,94.7
BEN-007279,Scholarship,Q2 2026,25,18,72.0
BEN-007279,Scholarship,Q3 2026,20,10,50.0
BEN-007282,Scholarship,Q1 2025,20,15,75.0
BEN-007282,Scholarship,Q2 2025,25,24,96.0
BEN-007282,Scholarship,Q3 2025,21,17,81.0
BEN-007282,Scholarship,Q4 2025,19,17,89.5
BEN-007282,Scholarship,Q1 2026,24,18,75.0
BEN-007284,Scholarship,Q2 2025,18,16,88.9
BEN-007284,Scholarship,Q3 2025,25,19,76.0
BEN-007284,Scholarship,Q4 2025,18,15,83.3
BEN-007302,Scholarship,Q2 2026,19,14,73.7
BEN-007302,Scholarship,Q3 2026,28,10,35.7
BEN-007307,Scholarship,Q3 2026,26,15,57.7
BEN-007309,Scholarship,Q2 2026,19,11,57.9
BEN-007309,Scholarship,Q3 2026,27,13,48.1
BEN-007310,Scholarship,Q4 2025,23,22,95.7
BEN-007310,Scholarship,Q1 2026,25,24,96.0
BEN-007310,Scholarship,Q2 2026,25,21,84.0
BEN-007310,Scholarship,Q3 2026,22,22,100.0
BEN-007312,Scholarship,Q3 2025,26,22,84.6
BEN-007312,Scholarship,Q4 2025,24,20,83.3
BEN-007312,Scholarship,Q1 2026,19,14,73.7
BEN-007312,Scholarship,Q2 2026,23,22,95.7
BEN-007314,Scholarship,Q3 2026,20,10,50.0
BEN-007316,Scholarship,Q2 2026,18,15,83.3
BEN-007316,Scholarship,Q3 2026,26,14,53.8
BEN-007317,Scholarship,Q3 2026,24,11,45.8
BEN-007318,Scholarship,Q1 2026,21,13,61.9
BEN-007318,Scholarship,Q2 2026,27,20,74.1
BEN-007318,Scholarship,Q3 2026,28,13,46.4
BEN-007320,Scholarship,Q1 2026,21,15,71.4
BEN-007320,Scholarship,Q2 2026,20,17,85.0
BEN-007320,Scholarship,Q3 2026,18,14,77.8
BEN-007322,Scholarship,Q2 2025,25,25,100.0
BEN-007322,Scholarship,Q3 2025,24,24,100.0
BEN-007322,Scholarship,Q4 2025,21,19,90.5
BEN-007322,Scholarship,Q1 2026,20,19,95.0
BEN-007326,Scholarship,Q2 2026,18,9,50.0
BEN-007326,Scholarship,Q3 2026,23,10,43.5
BEN-007328,Scholarship,Q2 2026,24,17,70.8
BEN-007328,Scholarship,Q3 2026,23,11,47.8
BEN-007330,Scholarship,Q2 2026,28,25,89.3
BEN-007330,Scholarship,Q3 2026,24,9,37.5
BEN-007332,Scholarship,Q2 2025,28,23,82.1
BEN-007332,Scholarship,Q3 2025,18,17,94.4
BEN-007332,Scholarship,Q4 2025,20,15,75.0
BEN-007333,Scholarship,Q1 2026,28,24,85.7
BEN-007333,Scholarship,Q2 2026,19,16,84.2
BEN-007333,Scholarship,Q3 2026,24,18,75.0
BEN-007342,Scholarship,Q3 2026,20,10,50.0
BEN-007343,Scholarship,Q2 2026,27,24,88.9
BEN-007343,Scholarship,Q3 2026,25,11,44.0
BEN-007344,Scholarship,Q3 2025,28,20,71.4
BEN-007344,Scholarship,Q4 2025,18,14,77.8
BEN-007344,Scholarship,Q1 2026,23,22,95.7
BEN-007344,Scholarship,Q2 2026,26,24,92.3
BEN-007347,Scholarship,Q3 2026,27,14,51.9
BEN-007348,Scholarship,Q1 2026,24,19,79.2
BEN-007348,Scholarship,Q2 2026,19,17,89.5
BEN-007348,Scholarship,Q3 2026,18,6,33.3
BEN-007350,Scholarship,Q4 2025,23,22,95.7
BEN-007350,Scholarship,Q1 2026,22,19,86.4
BEN-007350,Scholarship,Q2 2026,26,26,100.0
BEN-007350,Scholarship,Q3 2026,18,9,50.0
BEN-007361,Scholarship,Q2 2026,24,18,75.0
BEN-007361,Scholarship,Q3 2026,18,7,38.9
BEN-007362,Scholarship,Q1 2026,19,14,73.7
BEN-007362,Scholarship,Q2 2026,26,19,73.1
BEN-007362,Scholarship,Q3 2026,20,8,40.0
BEN-007363,Scholarship,Q2 2025,18,14,77.8
BEN-007363,Scholarship,Q3 2025,25,21,84.0
BEN-007363,Scholarship,Q4 2025,25,23,92.0
BEN-007366,Scholarship,Q2 2026,25,24,96.0
BEN-007366,Scholarship,Q3 2026,27,9,33.3
BEN-007371,Scholarship,Q3 2026,26,12,46.2
BEN-007372,Scholarship,Q3 2025,20,17,85.0
BEN-007372,Scholarship,Q4 2025,28,25,89.3
BEN-007372,Scholarship,Q1 2026,28,25,89.3
BEN-007372,Scholarship,Q2 2026,20,14,70.0
BEN-007372,Scholarship,Q3 2026,21,17,81.0
BEN-007377,Scholarship,Q3 2025,22,18,81.8
BEN-007377,Scholarship,Q4 2025,20,20,100.0
BEN-007377,Scholarship,Q1 2026,20,16,80.0
BEN-007377,Scholarship,Q2 2026,27,24,88.9
BEN-007379,Scholarship,Q4 2025,27,14,51.9
BEN-007379,Scholarship,Q1 2026,18,11,61.1
BEN-007379,Scholarship,Q2 2026,28,16,57.1
BEN-007379,Scholarship,Q3 2026,22,13,59.1
BEN-007386,Scholarship,Q4 2025,28,20,71.4
BEN-007386,Scholarship,Q1 2026,26,22,84.6
BEN-007386,Scholarship,Q2 2026,22,13,59.1
BEN-007386,Scholarship,Q3 2026,27,13,48.1
BEN-007390,Scholarship,Q3 2026,25,9,36.0
BEN-007395,Scholarship,Q4 2025,25,19,76.0
BEN-007395,Scholarship,Q1 2026,18,15,83.3
BEN-007395,Scholarship,Q2 2026,22,21,95.5
BEN-007395,Scholarship,Q3 2026,20,18,90.0
BEN-007396,Scholarship,Q1 2026,28,25,89.3
BEN-007396,Scholarship,Q2 2026,22,19,86.4
BEN-007396,Scholarship,Q3 2026,24,9,37.5
BEN-007397,Scholarship,Q3 2026,24,14,58.3
BEN-007400,Scholarship,Q2 2026,26,18,69.2
BEN-007400,Scholarship,Q3 2026,23,11,47.8
BEN-007401,Scholarship,Q1 2026,20,15,75.0
BEN-007401,Scholarship,Q2 2026,20,12,60.0
BEN-007401,Scholarship,Q3 2026,18,7,38.9
BEN-007403,Scholarship,Q3 2026,19,10,52.6
BEN-007406,Scholarship,Q2 2026,20,12,60.0
BEN-007406,Scholarship,Q3 2026,25,10,40.0
BEN-007407,Scholarship,Q3 2026,19,10,52.6
BEN-007413,Scholarship,Q3 2025,20,18,90.0
BEN-007413,Scholarship,Q4 2025,26,21,80.8
BEN-007413,Scholarship,Q1 2026,19,17,89.5
BEN-007413,Scholarship,Q2 2026,24,23,95.8
