beneficiary_id,program,reporting_period,outcome_type,outcome_status,employment_status,completion_status
BEN-007490,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-007495,Scholarship,Q1 2025,Employment,active,Unemployed,Completed
BEN-007504,Scholarship,Q3 2025,Education,active,Self-Employed,Completed
BEN-007533,Scholarship,Q4 2025,Education,achieved,Unemployed,Completed
BEN-007534,Scholarship,Q3 2025,Employment,active,Unemployed,Completed
BEN-007545,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-007555,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-007590,Scholarship,Q1 2025,Education,active,Self-Employed,Completed
BEN-007597,Scholarship,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-007599,Scholarship,Q1 2026,Entrepreneurship,active,Employed,Completed
BEN-007600,Scholarship,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-007605,Scholarship,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-007606,Scholarship,Q2 2025,Employment,active,Unemployed,Completed
BEN-007615,Scholarship,Q2 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-007628,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-007649,Scholarship,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-007650,Scholarship,Q3 2025,Education,achieved,Unemployed,Completed
BEN-007651,Scholarship,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-007668,Scholarship,Q2 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-007678,Scholarship,Q1 2026,Education,not_achieved,Employed,Completed
BEN-007690,Scholarship,Q3 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-007697,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-007721,Scholarship,Q3 2025,Education,achieved,In Training,Completed
BEN-007722,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-007725,Scholarship,Q1 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-007730,Scholarship,Q3 2025,Employment,active,Self-Employed,Completed
BEN-007741,Scholarship,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-007742,Scholarship,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-007743,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007763,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-007767,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-007774,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007779,Scholarship,Q1 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-007789,Scholarship,Q4 2025,Education,active,Self-Employed,Completed
BEN-007795,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-007796,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007799,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-007809,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-007812,Scholarship,Q1 2025,Education,active,Unemployed,Completed
BEN-007823,Scholarship,Q2 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-007833,Scholarship,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007849,Scholarship,Q2 2025,Employment,active,Unemployed,Completed
BEN-007851,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-007861,Scholarship,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-007870,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-007876,Scholarship,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007894,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007908,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007909,Scholarship,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-007939,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007941,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007944,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-007954,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007972,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007975,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-007981,Scholarship,Q4 2025,Employment,active,Unemployed,Completed
BEN-007983,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-007990,Scholarship,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007995,Scholarship,Q1 2025,Education,achieved,In Training,Completed
BEN-007998,Scholarship,Q3 2025,Employment,active,Unemployed,Completed
BEN-007999,Scholarship,Q3 2025,Community Impact,not_achieved,Employed,Completed
BEN-008005,Scholarship,Q2 2025,Employment,active,Unemployed,Completed
BEN-008009,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-008022,Scholarship,Q1 2025,Employment,active,Unemployed,Completed
BEN-008027,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-008030,Scholarship,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-008035,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008047,Scholarship,Q3 2025,Education,achieved,In Training,Completed
BEN-008059,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008060,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-008062,Scholarship,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008084,Scholarship,Q3 2025,Community Impact,active,Self-Employed,Completed
BEN-008100,Scholarship,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-008107,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008109,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008127,Scholarship,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008134,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-008147,Scholarship,Q3 2025,Employment,not_achieved,Self-Employed,Completed
BEN-008160,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-008163,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008174,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-008175,Scholarship,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008201,Scholarship,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-008209,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008215,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-008226,Scholarship,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-008227,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-008233,Scholarship,Q3 2025,Education,active,Unemployed,Completed
BEN-008252,Scholarship,Q1 2025,Community Impact,active,Self-Employed,Completed
BEN-008274,Scholarship,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-008296,Scholarship,Q4 2025,Education,active,Employed,Completed
BEN-008297,Scholarship,Q1 2025,Education,active,Unemployed,Completed
BEN-008304,Scholarship,Q3 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-008307,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-008309,Scholarship,Q2 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-008316,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-008319,Scholarship,Q1 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-008327,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008354,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-008361,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008362,Scholarship,Q2 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-008366,Scholarship,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008370,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008372,Scholarship,Q1 2026,Education,achieved,In Training,Completed
BEN-008410,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-008422,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008429,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-008433,Scholarship,Q2 2025,Education,not_achieved,Unemployed,Completed
BEN-008434,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-008438,Scholarship,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-008445,Scholarship,Q3 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-008449,Scholarship,Q4 2025,Education,active,Unemployed,Completed
BEN-008456,Scholarship,Q1 2026,Education,active,Self-Employed,Completed
BEN-008469,Scholarship,Q3 2025,Education,achieved,In Training,Completed
BEN-008476,Scholarship,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-008505,Scholarship,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-008506,Scholarship,Q1 2025,Education,achieved,In Training,Completed
BEN-008517,Scholarship,Q3 2025,Education,active,Self-Employed,Completed
BEN-008518,Scholarship,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-008523,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008524,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-008533,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-008541,Scholarship,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008543,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-008548,Scholarship,Q3 2025,Education,achieved,Unemployed,Completed
BEN-008581,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008582,Scholarship,Q1 2025,Employment,active,Employed,Completed
BEN-008606,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-008613,Scholarship,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-008618,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-008620,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008631,Scholarship,Q4 2025,Employment,active,Employed,Completed
BEN-008634,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008637,Scholarship,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-008641,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-008648,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-008658,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-008677,Scholarship,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008681,Scholarship,Q1 2026,Community Impact,active,Self-Employed,Completed
BEN-008693,Scholarship,Q4 2025,Education,achieved,Unemployed,Completed
BEN-008694,Scholarship,Q1 2025,Education,active,Employed,Completed
BEN-008699,Scholarship,Q2 2025,Education,active,Self-Employed,Completed
BEN-008706,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008707,Scholarship,Q1 2025,Entrepreneurship,active,Unemployed,Completed
BEN-008719,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-008724,Scholarship,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-008732,Scholarship,Q3 2025,Education,achieved,In Training,Completed
BEN-008740,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-008741,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008771,Scholarship,Q3 2025,Employment,active,Self-Employed,Completed
BEN-008782,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008784,Scholarship,Q4 2025,Employment,active,Unemployed,Completed
BEN-008795,Scholarship,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-008805,Scholarship,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-008812,Scholarship,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-008814,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-008817,Scholarship,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-008831,Scholarship,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-008833,Scholarship,Q2 2025,Education,active,Unemployed,Completed
BEN-008836,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-008839,Scholarship,Q4 2025,Education,not_achieved,Unemployed,Completed
BEN-008841,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-008849,Scholarship,Q3 2025,Education,active,Self-Employed,Completed
BEN-008853,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008875,Scholarship,Q3 2025,Employment,active,Self-Employed,Completed
BEN-008876,Scholarship,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-008878,Scholarship,Q3 2025,Employment,active,Unemployed,Completed
BEN-008879,Scholarship,Q1 2026,Education,active,Unemployed,Completed
BEN-008887,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-008898,Scholarship,Q4 2025,Education,achieved,Unemployed,Completed
BEN-008902,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-008904,Scholarship,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008912,Scholarship,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-008915,Scholarship,Q4 2025,Education,achieved,Unemployed,Completed
BEN-008916,Scholarship,Q1 2025,Education,active,Unemployed,Completed
BEN-008917,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-008920,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-008943,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008953,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-008962,Scholarship,Q1 2025,Education,not_achieved,Employed,Completed
BEN-008975,Scholarship,Q2 2025,Employment,active,Unemployed,Completed
BEN-008981,Scholarship,Q2 2025,Employment,active,Self-Employed,Completed
BEN-008990,Scholarship,Q1 2026,Education,active,Unemployed,Completed
BEN-008993,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-009000,Scholarship,Q2 2025,Education,not_achieved,Unemployed,Completed
BEN-009004,Scholarship,Q1 2025,Employment,not_achieved,Employed,Completed
BEN-009014,Scholarship,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-009020,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-009021,Scholarship,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-009030,Scholarship,Q2 2025,Employment,active,Unemployed,Completed
BEN-009034,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-009046,Scholarship,Q3 2025,Community Impact,active,Self-Employed,Completed
BEN-009057,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009060,Scholarship,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-009064,Scholarship,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-009067,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009068,Scholarship,Q2 2025,Employment,active,Self-Employed,Completed
BEN-009070,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-009076,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-009081,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-009092,Scholarship,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-009094,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009100,Scholarship,Q3 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-009105,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009113,Scholarship,Q2 2025,Community Impact,not_achieved,Employed,Completed
BEN-009122,Scholarship,Q4 2025,Entrepreneurship,active,Employed,Completed
BEN-009128,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-009129,Scholarship,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-009130,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-009152,Scholarship,Q2 2025,Community Impact,active,Employed,Completed
BEN-009153,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-009160,Scholarship,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-009192,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009202,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009208,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-009223,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009230,Scholarship,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009245,Scholarship,Q2 2025,Employment,active,Employed,Completed
BEN-009251,Scholarship,Q4 2025,Education,achieved,Unemployed,Completed
BEN-009255,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-009263,Scholarship,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-009269,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009272,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-009278,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-009281,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-009292,Scholarship,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-009294,Scholarship,Q1 2026,Employment,not_achieved,Unemployed,Completed
BEN-009297,Scholarship,Q1 2025,Community Impact,active,Self-Employed,Completed
BEN-009312,Scholarship,Q3 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-009333,Scholarship,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-009335,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-009337,Scholarship,Q3 2025,Education,achieved,Unemployed,Completed
BEN-009352,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-009373,Scholarship,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009394,Scholarship,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-009408,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-009412,Scholarship,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-009418,Scholarship,Q1 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-009428,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-009436,Scholarship,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-009439,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009455,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-009472,Scholarship,Q3 2025,Education,achieved,In Training,Completed
BEN-009473,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-009479,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-009493,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009498,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009499,Scholarship,Q3 2025,Employment,active,Self-Employed,Completed
BEN-009501,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-009504,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-009526,Scholarship,Q1 2026,Employment,active,Unemployed,Completed
BEN-009529,Scholarship,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-009533,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-009550,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-009554,Scholarship,Q3 2025,Education,active,Unemployed,Completed
BEN-009555,Scholarship,Q2 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-009558,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-009561,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-009563,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-009564,Scholarship,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009579,Scholarship,Q3 2025,Employment,active,Self-Employed,Completed
BEN-009602,Scholarship,Q2 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-009620,Scholarship,Q1 2025,Entrepreneurship,not_achieved,Employed,Completed
BEN-009625,Scholarship,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-009626,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009639,Scholarship,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-009647,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009652,Scholarship,Q1 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-009660,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-009671,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-009673,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-009678,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-009711,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-009722,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-009730,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-009731,Scholarship,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-009736,Scholarship,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-009738,Scholarship,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-009742,Scholarship,Q3 2025,Employment,not_achieved,Employed,Completed
BEN-009751,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-009755,Scholarship,Q1 2026,Education,achieved,Unemployed,Completed
BEN-009763,Scholarship,Q4 2025,Community Impact,not_achieved,Employed,Completed
BEN-009764,Scholarship,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-009765,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009783,Scholarship,Q3 2025,Education,active,Unemployed,Completed
BEN-009802,Scholarship,Q3 2025,Education,achieved,Unemployed,Completed
BEN-009807,Scholarship,Q1 2025,Entrepreneurship,active,Employed,Completed
BEN-009813,Scholarship,Q3 2025,Employment,not_achieved,Self-Employed,Completed
BEN-009816,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-009821,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-009848,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-009873,Scholarship,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-009876,Scholarship,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-009877,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-009885,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-009952,Scholarship,Q2 2025,Education,active,Employed,Completed
BEN-009963,Scholarship,Q3 2025,Education,achieved,In Training,Completed
BEN-009974,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-009995,Scholarship,Q1 2025,Community Impact,achieved,Unemployed,Completed
BEN-000001,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000004,Plus,Q3 2025,Community Impact,active,Employed,Completed
BEN-000005,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000006,Plus,Q2 2026,Community Impact,active,Unemployed,Completed
BEN-000010,Plus,Q2 2026,Employment,active,Self-Employed,Completed
BEN-000016,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-000021,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-000022,Plus,Q4 2025,Education,active,Employed,Completed
BEN-000024,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-000028,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000031,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-000037,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-000040,Plus,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-000046,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000047,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-000054,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-000058,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-000060,Plus,Q2 2026,Education,achieved,In Training,Completed
BEN-000061,Plus,Q1 2025,Education,achieved,Unemployed,Completed
BEN-000066,Plus,Q1 2025,Entrepreneurship,active,Unemployed,Completed
BEN-000068,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-000069,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000077,Plus,Q2 2025,Education,active,Unemployed,Completed
BEN-000082,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-000090,Plus,Q3 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-000098,Plus,Q2 2026,Community Impact,not_achieved,Unemployed,Completed
BEN-000101,Plus,Q4 2025,Education,active,Self-Employed,Completed
BEN-000103,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000104,Plus,Q3 2025,Education,not_achieved,Self-Employed,Completed
BEN-000107,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000109,Plus,Q1 2025,Education,not_achieved,Self-Employed,Completed
BEN-000116,Plus,Q3 2025,Education,active,Unemployed,Completed
BEN-000123,Plus,Q2 2026,Education,active,Unemployed,Completed
BEN-000126,Plus,Q2 2026,Employment,active,Employed,Completed
BEN-000130,Plus,Q2 2026,Education,achieved,In Training,Completed
BEN-000135,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000137,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000144,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-000155,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-000166,Plus,Q4 2025,Education,active,Self-Employed,Completed
BEN-000168,Plus,Q1 2026,Community Impact,active,Self-Employed,Completed
BEN-000174,Plus,Q1 2026,Education,not_achieved,Employed,Completed
BEN-000175,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000180,Plus,Q1 2025,Education,not_achieved,Unemployed,Completed
BEN-000186,Plus,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-000192,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000209,Plus,Q4 2025,Community Impact,active,Self-Employed,Completed
BEN-000215,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000223,Plus,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-000237,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-000242,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-000246,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000250,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-000259,Plus,Q2 2025,Entrepreneurship,active,Employed,Completed
BEN-000266,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-000275,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000277,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000282,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-000286,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000288,Plus,Q1 2026,Employment,active,Employed,Completed
BEN-000292,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-000317,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-000321,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-000325,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-000331,Plus,Q4 2025,Education,not_achieved,Unemployed,Completed
BEN-000337,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-000340,Plus,Q2 2026,Entrepreneurship,active,Unemployed,Completed
BEN-000341,Plus,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-000348,Plus,Q2 2026,Community Impact,achieved,Unemployed,Completed
BEN-000350,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-000356,Plus,Q1 2025,Employment,active,Unemployed,Completed
